comment,Нравится скорость отработки заявок,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Понравилось выполнение заявки,Вопрос решен
быстро устранили проблему,1,0,0,0,1
заявка выполнена мгновенно 👍,0,0,0,1,0
спасибо татьяне!) быстро и понятно все объяснила!),1,0,0,0,1
огромное спасибо,0,0,0,0,1
быстрая реакция на обращение. на данный момент протечек нет.,0,0,0,0,0
благодарю!,0,0,0,0,1
спасибо большое,0,0,0,0,1
"вопрос был решен оперативно . спасибо как сантехнику , так и менеджеру . к сожалению не спросила имена .",1,0,0,0,1
выполнено быстро и качественно.  починили перила.,1,1,0,1,0
спасибо за оперативно отработанную заявку,1,0,0,0,1
очень грамотный специалист. устранил моментально.,1,0,0,0,0
спасибо за оперативную уборку!,0,0,0,0,1
"проблема решена с дверью,взаимодействие с овд игнорировано.",0,0,0,0,0
"спасибо большое, очень быстро и оперативно ,мастер классный , отлично знает свою работу",1,0,0,0,1
благодарю!,0,0,0,0,1
"было бы 5 звезд, но пришлось действовать через руководство, поэтому четыре.",0,0,0,0,0
сантехник пришел в течение 20 минут. вежливый. проблему разрешил .,0,0,1,0,0
лучший!,0,0,0,1,0
спасибо сегодня возвращался домой и запаха не почувствовал,0,0,0,0,1
электрик прибежал оперативно и отключил сигнал пожарной тревоги.,1,0,0,0,0
большое спасибо! очень оперативно 👍🏻💕,1,0,0,0,1
все быстро и оперативно. спасибо,1,0,0,0,1
благодарю!,0,0,0,0,1
спасибо за оперативность,1,0,0,0,1
